County,Latitude,Longitude
Pontotoc County,34.9065453,-89.9626799
Amite County,34.7685043,-96.663812
Warren County,31.1683803,-90.8294002
Claiborne County,39.4241422,-84.1857115
Montgomery County,36.4830423,-83.634843
Wayne County,39.1547426,-77.2405153
Prentiss County,42.2790746,-83.336188
Union County,34.6324369,-88.5178518
Tunica County,34.9338651,-80.543845
Scott County,34.6407083,-90.4125181
Tate County,44.6834072,-93.5407909
Winston County,34.6413971,-89.9626799
Clarke County,34.1690087,-87.3413599
Alcorn County,33.9519347,-83.357567
Pike County,34.8984684,-88.5951751
Itawamba County,41.3361875,-75.0611147
Kemper County,34.2317882,-88.4016041
Wilkinson County,32.8018452,-88.7108964
Hancock County,32.8024682,-83.1649001
Lauderdale County,39.8249915,-85.8486236
Attala County,34.8840876,-87.658113
George County,33.1683267,-89.6251646
Newton County,30.8431226,-88.6723578
Marion County,33.5544296,-83.8473015
Simpson County,29.2787765,-82.12784
Quitman County,36.7772014,-86.6207943
Franklin County,34.2863303,-90.2620042
Lincoln County,40.0154745,-82.9931607
Choctaw County,35.4637028,-81.2078164
Panola County,33.9851472,-95.5197394
Covington County,32.1920035,-94.315422
Noxubee County,31.3066438,-86.4996546
Perry County,33.1605608,-88.556531
Smith County,40.371376,-77.2405153
Neshoba County,32.3352505,-95.3102505
Carroll County,32.8057157,-89.1705998
Benton County,39.5423418,-77.0564464
Issaquena County,44.6281686,-123.3873877
Missouri,32.8494351,-91.0203224
US ,37.9642529,-91.8318334
Grundy County,37.09024,-95.712891
Shelby County,41.3500531,-88.4016041
Adair County,35.1268552,-89.9253233
Cooper County,41.2741733,-94.479976
Macon County,38.8693247,-92.8577105
Cole County,35.1197519,-83.336188
Clinton County,38.5052486,-92.2630393
St. Louis County,42.9663458,-84.5222189
Marion County,38.6103023,-90.4125181
Daviess County,29.2787765,-82.12784
Osage County,37.7307984,-87.1023746
Gasconade County,36.6189367,-96.2375947
Crawford County,38.4335915,-91.4821482
Moniteau County,41.6661391,-80.2767327
Platte County,38.5827118,-92.5792482
Clay County,39.3475649,-94.7691586
Ray County,29.9943564,-81.7787021
Boone County,39.3354791,-93.9878427
Wayne County,38.9940572,-84.7315563
Bollinger County,42.2790746,-83.336188
Cape Girardeau County,37.2115595,-90.0746767
Jackson County,37.3821319,-89.6251646
Franklin County,38.9914998,-94.315422
Cass County,40.0154745,-82.9931607
Mississippi County,38.6574448,-94.315422
St. Charles County,36.8661576,-89.3226954
St. Francois County,38.7338885,-90.8294002
Pulaski County,37.7652755,-90.4879916
St. Louis City,34.7538615,-92.2236667
Christian County,38.6270025,-90.1994042
Carroll County,36.997644,-93.1779659
Montgomery County,39.5423418,-77.0564464
Jefferson County,39.1547426,-77.2405153
Washington County,39.5800298,-105.2662931
Iron County,45.5469616,-123.1386021
Buchanan County,37.7854715,-113.1918021
Callaway County,39.6349791,-94.8105955
Phelps County,38.8886044,-91.9099238
Wright County,37.8806538,-91.7538817
Randolph County,45.1538202,-94.0190943
Warren County,35.7449531,-79.8296743
Monroe County,39.4241422,-84.1857115
Miller County,43.2841246,-77.7452081
Perry County,33.3335556,-93.8655303
Greene County,40.371376,-77.2405153
Lawrence County,39.697399,-83.8897057
Pike County,40.957855,-80.365865
Howard County,41.3361875,-75.0611147
Pettis County,39.2873463,-76.964306
Holt County,38.6893153,-93.3388917
Ralls County,42.3803308,-98.6600586
Lincoln County,39.5582351,-91.5983959
Camden County,35.4637028,-81.2078164
Jasper County,39.8592439,-75.0143824
Johnson County,32.491436,-81.0754657
Audrain County,38.845412,-94.8520636
Dunklin County,39.221953,-91.9099238
Morgan County,36.2364268,-90.055447
Lafayette County,41.0576176,-111.6183755
Harrison County,42.6293203,-90.0746767
Chariton County,30.432087,-89.0179332
Caldwell County,39.5301517,-93.0175712
Scott County,35.9227448,-81.5596427
Taney County,44.6834072,-93.5407909
Stone County,36.6576378,-93.0175712
Livingston County,36.7748882,-93.4599326
Bates County,42.6207951,-83.8473015
Scotland County,38.3216754,-94.315422
Linn County,34.8451203,-79.4703885
Dallas County,42.0659844,-91.6760691
Lewis County,32.8024682,-96.8350999
Webster County,46.6195461,-122.4554639
Ripley County,42.3974963,-94.1513764
Stoddard County,39.0986811,-85.2308414
Benton County,36.8680558,-89.9253233
Butler County,44.6281686,-123.3873877
Shannon County,39.440463,-84.5222189
Saline County,37.2028249,-91.443469
Newton County,34.5708215,-92.539603
Gentry County,33.5544296,-83.8473015
Vernon County,40.1406981,-94.479976
DeKalb County,43.5576968,-90.8294002
Dent County,33.7956441,-84.2278796
Andrew County,37.544666,-91.443469
New Madrid County,39.9637436,-94.8105955
Laclede County,36.5227538,-89.7755338
Clark County,37.6965235,-92.539603
Henry County,36.0795613,-115.094045
Pemiscot County,33.4347963,-84.1435136
Ste. Genevieve County,36.2195399,-89.8130356
Hickory County,37.8934532,-90.2244662
Polk County,37.9747242,-93.2986106
Putnam County,27.8617347,-81.6911559
Cedar County,41.4351069,-73.7948516
Atchison County,41.8346154,-91.135302
Sullivan County,39.5701137,-95.3520876
Carter County,41.6897493,-74.7805192
Nodaway County,36.2638604,-82.12784
McDonald County,40.2907281,-94.8105955
Howell County,36.617812,-94.315422
Texas County,36.8527979,-91.9099238
Barton County,31.9685988,-99.9018131
Maries County,38.3613844,-98.7651482
St. Clair County,38.1738674,-91.949021
Madison County,43.016179,-82.6483442
Dade County,38.9041402,-89.9253233
Barry County,25.5516034,-80.6326916
Reynolds County,42.5354321,-85.354965
Ozark County,37.378663,-90.9820668
Oregon County,36.6720061,-92.3813621
Douglas County,36.6870089,-91.443469
Knox County,39.2587106,-104.9388853
Mercer County,35.9874629,-83.9419784
Schuyler County,40.3028533,-74.7337069
Worth County,42.3796425,-76.8720961
Montana,43.3580686,-93.3388917
US ,46.8796822,-110.3625658
Fallon County,37.09024,-95.712891
Teton County,46.3762402,-104.4280327
Richland County,43.853632,-110.6314491
Sweet Grass County,34.0412165,-80.9428911
Rosebud County,45.7672796,-109.8979908
Chouteau County,46.3904836,-106.5944313
Toole County,48.0033098,-110.4737958
Park County,48.6974247,-111.6408212
Dawson County,39.0897928,-105.5943388
Sanders County,34.412912,-84.1435136
Cascade County,47.6109463,-115.1316944
Pondera County,47.4688355,-111.5453227
Yellowstone County,48.2321517,-112.2886317
Flathead County,45.7856577,-108.4343805
Sheridan County,48.424152,-114.15315
Blaine County,44.787904,-106.925973
Gallatin County,43.4743428,-113.9664446
Hill County,45.5388865,-111.1194231
Missoula County,32.0621768,-97.179026
Jefferson County,47.0240503,-113.6869923
Lake County,39.5800298,-105.2662931
Stillwater County,42.3689363,-87.8271534
Broadwater County,45.7001096,-109.3922403
Lewis and Clark County,46.2693726,-111.4519716
Big Horn County,47.2963974,-112.4029787
Beaverhead County,44.6036387,-108.0941121
Carbon County,45.2135118,-113.1093046
Deer Lodge County,40.901975,-75.667356
Glacier County,46.1095314,-113.0212247
Fergus County,48.5217475,-112.919665
Ravalli County,47.2126745,-109.4141
Valley County,46.0174639,-114.1817423
Madison County,44.9204669,-115.7926381
Lincoln County,38.9041402,-89.9253233
Silver Bow County,35.4637028,-81.2078164
Powell County,45.8804293,-112.5843056
Custer County,37.8380647,-83.8260884
Musselshell County,38.0615578,-105.3131185
Mineral County,46.4218783,-108.4064758
Roosevelt County,37.6583677,-107.0067031
Carter County,33.9538388,-103.3587288
Daniels County,36.2638604,-82.12784
Garfield County,48.7744137,-105.7248763
Golden Valley County,39.6584775,-107.763621
Granite County,46.3709324,-109.1743851
Judith Basin County,46.3374643,-113.4647823
Liberty County,47.0609367,-110.2577109
McCone County,30.1633593,-94.8105955
Meagher County,47.4500913,-105.8810734
Petroleum County,46.620195,-110.8848271
Phillips County,47.1565346,-108.3203282
Powder River County,34.4611206,-90.8675134
Prairie County,45.2968361,-105.5346556
Treasure County,34.7636336,-91.5983959
Wheatland County,46.2106667,-107.2586096
Wibaux County,51.0004921,-113.0246454
Nebraska,46.7836649,-104.3183897
US ,41.4925374,-99.9018131
Keith County,37.09024,-95.712891
Phelps County,41.1815863,-101.5248055
Cheyenne County,37.8806538,-91.7538817
Merrick County,38.8002562,-102.6216211
Sherman County,41.2031926,-98.0028892
Boone County,45.4122013,-120.753042
Thurston County,38.9940572,-84.7315563
Kearney County,46.8645747,-122.7695986
Stanton County,40.5328331,-98.9245343
Wayne County,37.6390381,-101.7979613
Kimball County,42.2790746,-83.336188
Cass County,41.1856601,-103.6362715
Clay County,38.6574448,-94.315422
Sheridan County,29.9943564,-81.7787021
Nemaha County,44.787904,-106.925973
Buffalo County,39.7451077,-95.9832577
Adams County,44.3102354,-91.7538817
Sarpy County,39.8398269,-104.1930918
Otoe County,41.0744042,-96.195132
Washington County,40.675971,-96.1102943
Harlan County,45.5469616,-123.1386021
Polk County,36.8890304,-83.2077645
Johnson County,27.8617347,-81.6911559
Furnas County,38.845412,-94.8520636
Douglas County,40.121397,-99.9912254
Butler County,39.2587106,-104.9388853
Dodge County,39.440463,-84.5222189
Pierce County,43.3994215,-88.7108964
Lancaster County,47.0675877,-122.1295269
Valley County,40.0466571,-76.1783739
Knox County,44.9204669,-115.7926381
Burt County,35.9874629,-83.9419784
Cedar County,41.8252059,-96.3226072
Richardson County,41.8346154,-91.135302
Franklin County,40.0898025,-95.6457951
Gage County,40.0154745,-82.9931607
Madison County,40.1989041,-96.663812
Howard County,38.9041402,-89.9253233
Colfax County,39.2873463,-76.964306
Seward County,36.5799757,-104.4723301
Nuckolls County,37.221014,-100.8903099
Saunders County,40.110932,-98.0465185
Platte County,41.168563,-96.663812
Cuming County,39.3475649,-94.7691586
Saline County,41.9540153,-96.8350999
Dakota County,34.5708215,-92.539603
Dawes County,44.731554,-93.1779659
Cherry County,42.6551733,-103.0817903
Hall County,42.474114,-101.1617356
Chase County,34.30778,-83.804868
Thayer County,38.3007661,-96.5783387
Dawson County,40.1460895,-97.5247243
Dixon County,34.412912,-84.1435136
Fillmore County,42.4257719,-96.8350999
Jefferson County,43.6956298,-92.0665197
Morrill County,39.5800298,-105.2662931
Hamilton County,41.6552418,-102.989615
Red Willow County,35.1618966,-85.1479364
York County,40.2353963,-100.5296115
Custer County,37.2103925,-76.3868797
Scotts Bluff County,38.0615578,-105.3131185
Box Butte County,41.8140936,-103.6362715
Holt County,42.1911471,-103.0817903
Lincoln County,42.3803308,-98.6600586
Antelope County,35.4637028,-81.2078164
Arthur County,42.1902446,-98.0465185
Banner County,41.5680276,-101.6157773
Blaine County,41.500766,-103.6362715
Boyd County,43.4743428,-113.9664446
Brown County,38.3833265,-82.6915429
Deuel County,44.4561674,-87.9334803
Dundy County,41.1401755,-102.3005803
Frontier County,40.1306121,-101.6157773
Garden County,40.5744778,-100.3497895
Garfield County,41.7369721,-102.2547919
Gosper County,39.6584775,-107.763621
Grant County,40.4604851,-99.8124935
Greeley County,47.1981147,-119.3732456
Hayes County,38.4738028,-101.7979613
Hitchcock County,40.5070797,-101.0711758
Hooker County,40.1844599,-101.0711758
Keya Paha County,41.9368476,-101.0711758
Logan County,42.8461857,-99.634135
Loup County,40.3899679,-83.8473015
McPherson County,41.9251335,-99.456155
Nance County,38.3164433,-97.6982272
Pawnee County,41.3995947,-98.0465185
Perkins County,36.2918339,-96.7065914
Rock County,40.7922353,-101.4339148
Sioux County,42.6251506,-89.0179332
Thomas County,43.0869936,-96.1526985
Webster County,30.8417409,-83.8473015
Wheeler County,42.3974963,-94.1513764
Nevada,44.6659766,-120.0829624
US ,38.8026097,-116.419389
Carson City,37.09024,-95.712891
Churchill County,39.1637984,-119.7674034
Clark County,39.6626678,-118.4863963
Douglas County,36.0795613,-115.094045
Elko County,39.2587106,-104.9388853
Esmeralda County,41.2220182,-115.2837585
Eureka County,37.7866167,-117.3616476
Humboldt County,39.5126741,-115.9637979
Lander County,40.7450055,-123.8695086
Lincoln County,40.0510104,-116.9852422
Lyon County,35.4637028,-81.2078164
Mineral County,38.9524739,-119.1390642
Nye County,37.6583677,-107.0067031
Pershing County,38.5807111,-116.0413889
Storey County,40.5685952,-118.4863963
Washoe County,39.4089847,-119.5571677
White Pine County,40.5608387,-119.6035495
New Hampshire,39.5564495,-114.524264
US ,43.1938516,-71.5723953
Belknap County,37.09024,-95.712891
Strafford County,43.5024246,-71.4073938
Coos County,43.238329,-71.0236044
Sullivan County,43.242897,-124.105737
Rockingham County,41.6897493,-74.7805192
Grafton County,38.5825919,-78.8835548
Cheshire County,43.9087929,-71.825994
Hillsborough County,42.9259375,-72.236379
Merrimack County,27.9903597,-82.3017728
Carroll County,43.2844846,-71.6673352
New Jersey,39.5423418,-77.0564464
US ,40.0583238,-74.4056612
Cape May County,37.09024,-95.712891
Essex County,39.105884,-74.8273184
Burlington County,40.7947466,-74.2648829
Mercer County,39.8558488,-74.6868815
Monmouth County,40.3028533,-74.7337069
Camden County,40.2589455,-74.123996
Salem County,39.8592439,-75.0143824
Union County,39.5848777,-75.3878525
Passaic County,34.9338651,-80.543845
Gloucester County,41.1231647,-74.3587473
Morris County,39.7103023,-75.1078332
Bergen County,40.8336038,-74.5463282
Middlesex County,40.9262762,-74.07701
Cumberland County,40.4111363,-74.3587473
Ocean County,34.9542604,-78.7476208
Somerset County,39.9652553,-74.3118212
Warren County,40.5292099,-74.6400432
Sussex County,39.4241422,-84.1857115
Atlantic County,38.6530841,-75.4344727
Hudson County,39.5333379,-74.6868815
Hunterdon County,40.7453199,-74.0535126
New Mexico,40.5669515,-74.9208772
US ,34.5199402,-105.8700901
Chaves County,37.09024,-95.712891
Luna County,33.4757392,-104.4723301
Los Alamos County,32.3259122,-107.8583868
Dona Ana County,35.8496249,-106.3228338
Curry County,32.485767,-106.7234639
Sierra County,42.5440503,-124.2781762
Quay County,39.5532845,-120.2512728
McKinley County,34.9569924,-103.7289167
Torrance County,35.7152472,-108.2377519
Sandoval County,34.6784317,-105.9699878
Bernalillo County,35.6020667,-106.7234639
Otero County,35.0177854,-106.6291304
San Miguel County,32.6341716,-105.5943388
Mora County,37.9781237,-108.1428669
Lea County,35.9742154,-105.3300508
Taos County,32.8968816,-103.3587288
Grant County,36.4358718,-105.5943388
Lincoln County,47.1981147,-119.3732456
San Juan County,35.4637028,-81.2078164
Valencia County,48.6118035,-122.9602621
Cibola County,34.6743674,-106.6291304
Colfax County,35.0947557,-107.8583868
Santa Fe County,36.5799757,-104.4723301
Rio Arriba County,35.3653705,-105.9699878
Roosevelt County,36.6162892,-106.7234639
Eddy County,33.9538388,-103.3587288
Socorro County,32.4170622,-104.4723301
Catron County,33.8837087,-106.7234639
De Baca County,34.1515173,-108.4276047
Guadalupe County,34.2734196,-104.3791912
Harding County,29.6477307,-97.87216
Hidalgo County,35.8925537,-103.8216261
Union County,26.4656319,-98.2212979
New York,34.9338651,-80.543845
US ,40.7127753,-74.0059728
Chautauqua County,37.09024,-95.712891
Erie County,42.2312829,-79.560344
Bronx County,42.9023958,-78.8661589
Onondaga County,40.8447819,-73.8648268
Franklin County,43.026819,-76.1783739
Rockland County,40.0154745,-82.9931607
Wyoming County,41.1489458,-73.9830029
Wayne County,42.642052,-78.2020387
St. Lawrence County,42.2790746,-83.336188
Niagara County,44.4473142,-74.930206
Westchester County,43.3119496,-78.7476208
Cattaraugus County,41.1220194,-73.7948516
Nassau County,42.2318132,-78.7476208
Kings County,40.6546145,-73.5594128
Madison County,36.0988489,-119.8815203
Cayuga County,38.9041402,-89.9253233
Cortland County,42.7655231,-76.5488232
Monroe County,42.5440918,-75.9927652
New York County,43.2841246,-77.7452081
Putnam County, , 
Livingston County,41.4351069,-73.7948516
Oneida County,42.6207951,-83.8473015
Queens County,43.2371798,-75.4344727
Suffolk County,40.7282239,-73.7948516
Warren County,40.9848784,-72.6151169
Richmond County,39.4241422,-84.1857115
Jefferson County,33.3205339,-82.0842901
Albany County,39.5800298,-105.2662931
Dutchess County,42.5756797,-73.9359821
Orange County,41.7784372,-73.7477857
Allegany County,33.7174708,-117.8311428
Oswego County,42.3129816,-78.0195387
Saratoga County,43.482533,-76.1783739
Ontario County,43.0324245,-73.9359821
Genesee County,42.8509838,-77.2864879
Orleans County,43.0777289,-83.6773928
Rensselaer County,43.4088624,-78.2020387
Tioga County,42.673664,-73.5594128
Chemung County,42.1256317,-76.3637285
Fulton County,42.1362071,-76.7798172
Herkimer County,33.8033965,-84.3962535
Seneca County,43.1630587,-74.8741045
Washington County,42.7651891,-76.8720961
Steuben County,45.5469616,-123.1386021
Lewis County,42.321027,-77.3783789
Broome County,46.6195461,-122.4554639
Ulster County,42.1791865,-75.8533954
Chenango County,41.8586493,-74.3118212
Greene County,42.4972314,-75.6208088
Yates County,39.697399,-83.8897057
Columbia County,42.6430846,-77.1485163
Tompkins County,33.5098514,-82.2583297
Essex County,42.4575747,-76.5488232
Clinton County,40.7947466,-74.2648829
Schuyler County,42.9663458,-84.5222189
Schenectady County,42.3796425,-76.8720961
Sullivan County,42.8493445,-73.9830029
Delaware County,41.6897493,-74.7805192
Otsego County,39.907793,-75.3878525
Montgomery County,42.5779779,-75.0611147
Schoharie County,39.1547426,-77.2405153
Hamilton County,42.6550335,-74.4994517
New Jersey,35.1618966,-85.1479364
US ,40.0583238,-74.4056612
Hunterdon County,37.09024,-95.712891
Morris County,40.5669515,-74.9208772
Monmouth County,40.8336038,-74.5463282
Gloucester County,40.2589455,-74.123996
Somerset County,39.7103023,-75.1078332
Camden County,40.5292099,-74.6400432
Mercer County,39.8592439,-75.0143824
Burlington County,40.3028533,-74.7337069
Bergen County,39.8558488,-74.6868815
Sussex County,40.9262762,-74.07701
Essex County,38.6530841,-75.4344727
Union County,40.7947466,-74.2648829
Atlantic County,34.9338651,-80.543845
Ocean County,39.5333379,-74.6868815
Cape May County,39.9652553,-74.3118212
Middlesex County,39.105884,-74.8273184
Warren County,40.4111363,-74.3587473
Salem County,39.4241422,-84.1857115
Passaic County,39.5848777,-75.3878525
Cumberland County,41.1231647,-74.3587473
Hudson County,34.9542604,-78.7476208
New York,40.7453199,-74.0535126
US ,40.7127753,-74.0059728
Hamilton County,37.09024,-95.712891
Wyoming County,35.1618966,-85.1479364
Albany County,42.642052,-78.2020387
Erie County,42.5756797,-73.9359821
Monroe County,42.9023958,-78.8661589
Wayne County,43.2841246,-77.7452081
Nassau County,42.2790746,-83.336188
Greene County,40.6546145,-73.5594128
Otsego County,39.697399,-83.8897057
Warren County,42.5779779,-75.0611147
Rockland County,39.4241422,-84.1857115
Westchester County,41.1489458,-73.9830029
Genesee County,41.1220194,-73.7948516
Schenectady County,43.0777289,-83.6773928
Onondaga County,42.8493445,-73.9830029
Putnam County,43.026819,-76.1783739
Suffolk County,41.4351069,-73.7948516
Dutchess County,40.9848784,-72.6151169
Broome County,41.7784372,-73.7477857
New York County,42.1791865,-75.8533954
,,
Putnam County, , 
Livingston County,41.4351069,-73.7948516
Oneida County,42.6207951,-83.8473015
Queens County,43.2371798,-75.4344727
Suffolk County,40.7282239,-73.7948516
Warren County,40.9848784,-72.6151169
Richmond County,39.4241422,-84.1857115
Jefferson County,33.3205339,-82.0842901
Albany County,39.5800298,-105.2662931
Dutchess County,42.5756797,-73.9359821
Orange County,41.7784372,-73.7477857
Allegany County,33.7174708,-117.8311428
Oswego County,42.3129816,-78.0195387
Saratoga County,43.482533,-76.1783739
Ontario County,43.0324245,-73.9359821
Genesee County,42.8509838,-77.2864879
Orleans County,43.0777289,-83.6773928
Rensselaer County,43.4088624,-78.2020387
Tioga County,42.673664,-73.5594128
Chemung County,42.1256317,-76.3637285
Fulton County,42.1362071,-76.7798172
Herkimer County,33.8033965,-84.3962535
Seneca County,43.1630587,-74.8741045
Washington County,42.7651891,-76.8720961
Steuben County,45.5469616,-123.1386021
Lewis County,42.321027,-77.3783789
Broome County,46.6195461,-122.4554639
Ulster County,42.1791865,-75.8533954
Chenango County,41.8586493,-74.3118212
Greene County,42.4972314,-75.6208088
Yates County,39.697399,-83.8897057
Columbia County,42.6430846,-77.1485163
Tompkins County,33.5098514,-82.2583297
Essex County,42.4575747,-76.5488232
Clinton County,40.7947466,-74.2648829
Schuyler County,42.9663458,-84.5222189
Schenectady County,42.3796425,-76.8720961
Sullivan County,42.8493445,-73.9830029
Delaware County,41.6897493,-74.7805192
Otsego County,39.907793,-75.3878525
Montgomery County,42.5779779,-75.0611147
Schoharie County,39.1547426,-77.2405153
Hamilton County,42.6550335,-74.4994517
New Jersey,35.1618966,-85.1479364
US ,40.0583238,-74.4056612
Hunterdon County,37.09024,-95.712891
Morris County,40.5669515,-74.9208772
Monmouth County,40.8336038,-74.5463282
Gloucester County,40.2589455,-74.123996
Somerset County,39.7103023,-75.1078332
Camden County,40.5292099,-74.6400432
Mercer County,39.8592439,-75.0143824
Burlington County,40.3028533,-74.7337069
Bergen County,39.8558488,-74.6868815
Sussex County,40.9262762,-74.07701
Essex County,38.6530841,-75.4344727
Union County,40.7947466,-74.2648829
Atlantic County,34.9338651,-80.543845
Ocean County,39.5333379,-74.6868815
Cape May County,39.9652553,-74.3118212
Middlesex County,39.105884,-74.8273184
Warren County,40.4111363,-74.3587473
Salem County,39.4241422,-84.1857115
Passaic County,39.5848777,-75.3878525
Cumberland County,41.1231647,-74.3587473
Hudson County,34.9542604,-78.7476208
New York,40.7453199,-74.0535126
US ,40.7127753,-74.0059728
Hamilton County,37.09024,-95.712891
Wyoming County,35.1618966,-85.1479364
Albany County,42.642052,-78.2020387
Erie County,42.5756797,-73.9359821
Monroe County,42.9023958,-78.8661589
Wayne County,43.2841246,-77.7452081
Nassau County,42.2790746,-83.336188
Greene County,40.6546145,-73.5594128
Otsego County,39.697399,-83.8897057
Warren County,42.5779779,-75.0611147
Rockland County,39.4241422,-84.1857115
Westchester County,41.1489458,-73.9830029
Genesee County,41.1220194,-73.7948516
Schenectady County,43.0777289,-83.6773928
Onondaga County,42.8493445,-73.9830029
Putnam County,43.026819,-76.1783739
Suffolk County,41.4351069,-73.7948516
Dutchess County,40.9848784,-72.6151169
Broome County,41.7784372,-73.7477857
New York County,42.1791865,-75.8533954
Catawba County,34.9054732,-80.1875065
Moore County,35.6840748,-81.2518833
Pamlico County,35.3674493,-79.4703885
Person County,35.1337865,-76.6874701
Dare County,36.3528221,-78.9288242
Granville County,35.6549619,-75.6208088
Wilkes County,36.2799451,-78.6114999
Harnett County,36.202858,-81.2518833
Davie County,35.3578648,-78.8835548
Johnston County,35.9367033,-80.5882803
Cabarrus County,35.4403514,-78.3842227
Surry County,35.4168123,-80.5882803
Stokes County,36.3743453,-80.6770787
Pitt County,36.4244396,-80.2321313
Durham County,35.5589221,-77.4242972
Henderson County,36.0221805,-78.9031279
Davidson County,35.3725873,-82.4319405
Alexander County,35.7748479,-80.1875065
Lincoln County,35.8974199,-81.2078164
Gaston County,35.4637028,-81.2078164
Wilson County,35.2895651,-81.2078164
Franklin County,35.6925497,-77.8824596
Yadkin County,40.0154745,-82.9931607
Onslow County,36.2023597,-80.6770787
Chatham County,34.6540094,-77.4701972
Caldwell County,35.7211289,-79.17807
Burke County,35.9227448,-81.5596427
Stanly County,35.7616931,-81.734942
Avery County,35.3014554,-80.2321313
Haywood County,36.1198414,-81.909826
Pender County,35.624394,-82.9931607
Brunswick County,34.5170729,-77.8367282
Cherokee County,34.0275398,-78.2020387
Rutherford County,34.2514526,-84.4802606
Clay County,35.7724263,-86.3376761
Jackson County,29.9943564,-81.7787021
Nash County,38.9914998,-94.315422
Alleghany County,35.9597948,-77.973865
Macon County,37.8531975,-80.0534923
Polk County,35.1197519,-83.336188
Duplin County,27.8617347,-81.6911559
Orange County,34.8840095,-78.0195387
Carteret County,33.7174708,-117.8311428
Gates County,34.9019263,-76.5488232
Bladen County,36.4202077,-76.6874701
Richmond County,34.5882404,-78.5660852
Madison County,33.3205339,-82.0842901
Mitchell County,38.9041402,-89.9253233
Watauga County,36.0277763,-82.1496049
McDowell County,36.1941825,-81.734942
New Hanover County,35.6984405,-82.0842901
Currituck County,34.2154913,-77.8824596
Transylvania County,36.4189826,-75.946324
Swain County,35.2190534,-82.7778579
Ashe County,35.4328955,-83.4643551
Yancey County,36.4339674,-81.4718387
Graham County,35.888897,-82.345189
North Dakota,33.076805,-109.7591675
US ,47.5514926,-101.0020119
Emmons County,37.09024,-95.712891
Mercer County,46.2061318,-100.2953039
Grant County,40.3028533,-74.7337069
Hettinger County,47.1981147,-119.3732456
Morton County,46.3771987,-102.4557007
Bottineau County,46.6683872,-101.1621736
McIntosh County,48.7820733,-100.7486336
Cavalier County,31.4748147,-81.3839326
Stark County,48.8103752,-98.4781106
Ransom County,40.8684676,-81.2518833
Burleigh County,46.4937656,-97.6257919
Stutsman County,47.0448552,-100.5049676
McHenry County,46.939184,-98.9909139
McLean County,42.3039993,-88.4016041
LaMoure County,40.5478429,-88.864698
Wells County,46.4284976,-98.5457951
Traill County,40.7778348,-85.1894045
Ward County,47.4636775,-97.1256368
Cass County,48.2147451,-101.5805256
Ramsey County,38.6574448,-94.315422
Grand Forks County,44.9963986,-93.0615978
Mountrail County,48.0037819,-97.3594525
Dickey County,48.2169859,-102.326433
Sargent County,46.1265285,-98.4554399
Barnes County,46.1089195,-97.6152418
Pierce County,46.926176,-98.1222338
Walsh County,47.0675877,-122.1295269
Rolette County,48.3777874,-97.7528872
Benson County,48.6981517,-99.8791166
Pembina County,48.088634,-99.4648442
Williams County,48.7199939,-97.4487964
Richland County,48.432044,-103.2923954
Adams County,34.0412165,-80.9428911
Billings County,39.8398269,-104.1930918
Bowman County,47.0560305,-103.3906121
Burke County,46.0945462,-103.556038
Divide County,35.7616931,-81.734942
Dunn County,48.8056154,-103.582951
Eddy County,44.909416,-91.9099238
Foster County,32.4170622,-104.4723301
Golden Valley County,47.4991972,-98.874618
Griggs County,46.3709324,-109.1743851
Kidder County,47.3876664,-98.2554295
Logan County,46.8766313,-99.7506856
McKenzie County,40.3899679,-83.8473015
Nelson County,47.7714179,-103.4122495
Oliver County,37.7478599,-78.8835548
Renville County,47.1217918,-101.342985
Sheridan County,44.6674445,-94.976654
Sioux County,44.787904,-106.925973
Slope County,43.0869936,-96.1526985
Steele County,46.4129398,-103.5021012
Towner County,43.9758523,-93.1779659
Ohio,48.7485974,-99.2761104
US ,40.4172871,-82.907123
Clark County,37.09024,-95.712891
Warren County,36.0795613,-115.094045
Auglaize County,39.4241422,-84.1857115
Lake County,40.5781556,-84.3542049
Hamilton County,42.3689363,-87.8271534
Clermont County,35.1618966,-85.1479364
Pike County,39.0928449,-84.1857115
Erie County,41.3361875,-75.0611147
Delaware County,42.9023958,-78.8661589
Franklin County,39.907793,-75.3878525
Pickaway County,40.0154745,-82.9931607
Montgomery County,39.687828,-82.9931607
Cuyahoga County,39.1547426,-77.2405153
Knox County,41.433923,-81.67582
Medina County,35.9874629,-83.9419784
Putnam County,41.080133,-81.9534815
Ottawa County,41.4351069,-73.7948516
Geauga County,42.953023,-86.0937312
Washington County,41.4641521,-81.2078164
Union County,45.5469616,-123.1386021
Lorain County,34.9338651,-80.543845
Miami County,41.4116881,-82.12784
Licking County,40.081473,-84.1857115
Summit County,40.1460895,-82.4752757
Wood County,41.0918991,-81.5596427
Van Wert County,44.4747774,-90.0746767
Fairfield County,40.871234,-84.564147
Greene County,39.830506,-82.6483442
Lucas County,39.697399,-83.8897057
Scioto County,41.6894388,-83.3789389
Butler County,38.861065,-82.9931607
Sandusky County,39.440463,-84.5222189
Portage County,41.3559092,-83.1220074
Morrow County,41.1887572,-81.2518833
Jefferson County,40.5303751,-82.8007993
Huron County,39.5800298,-105.2662931
Meigs County,43.9466791,-82.820974
Crawford County,39.0874307,-81.9971108
Champaign County,41.6661391,-80.2767327
Ashtabula County,40.2138865,-88.2461183
Mahoning County,41.9396982,-80.7214417
Muskingum County,40.9871753,-80.7214417
